0,calculate_temp,Warp Cycles Per Issued Instruction,,15.77,hotspot,512
0,calculate_temp,Warp Cycles Per Issue Active,,15.77,hotspot,512
0,calculate_temp,Avg. Executed Instructions Per Scheduler,inst,11686.55,hotspot,512
0,calculate_temp,Executed Instructions,inst,3739696,hotspot,512
0,calculate_temp,Avg. Issued Instructions Per Scheduler,inst,11746.39,hotspot,512
0,calculate_temp,Issued Instructions,inst,3758846,hotspot,512
0,calculate_temp,Block Size,,256,hotspot,512
0,calculate_temp,Grid Size,,1849,hotspot,512
0,calculate_temp,Registers Per Thread,register/thread,40,hotspot,512
0,calculate_temp,Shared Memory Configuration Size,byte,32768,hotspot,512
0,calculate_temp,Dynamic Shared Memory Per Block,byte/block,0,hotspot,512
0,calculate_temp,Static Shared Memory Per Block,byte/block,3072,hotspot,512
0,calculate_temp,Threads,thread,473344,hotspot,512
0,calculate_temp,Waves Per SM,,3.85,hotspot,512
0,calculate_temp,Block Limit SM,block,32,hotspot,512
0,calculate_temp,Block Limit Registers,block,6,hotspot,512
0,calculate_temp,Block Limit Shared Mem,block,32,hotspot,512
0,calculate_temp,Block Limit Warps,block,8,hotspot,512
0,calculate_temp,Achieved Active Warps Per SM,warp,41.80,hotspot,512
0,calculate_temp,Achieved Occupancy,%,65.31,hotspot,512
0,calculate_temp,Theoretical Active Warps per SM,warp/cycle,48,hotspot,512
0,calculate_temp,Theoretical Occupancy,%,75,hotspot,512
0,calculate_temp,Memory Frequency,cycle/second,627415458.94,hotspot,64
0,calculate_temp,SOL FB,%,3.36,hotspot,64
0,calculate_temp,Elapsed Cycles,cycle,6204,hotspot,64
0,calculate_temp,SM Frequency,cycle/second,935940016.10,hotspot,64
0,calculate_temp,Memory [%],%,3.36,hotspot,64
0,calculate_temp,Duration,nsecond,6624,hotspot,64
0,calculate_temp,SOL L2,%,0.96,hotspot,64
0,calculate_temp,SM Active Cycles,cycle,1353.78,hotspot,64
0,calculate_temp,SM [%],%,3.67,hotspot,64
0,calculate_temp,SOL TEX,%,7.32,hotspot,64
0,calculate_temp,Executed Ipc Active,inst/cycle,0.65,hotspot,64
0,calculate_temp,Executed Ipc Elapsed,inst/cycle,0.14,hotspot,64
0,calculate_temp,Issued Ipc Active,inst/cycle,0.67,hotspot,64
0,calculate_temp,Issue Slots Busy,%,16.81,hotspot,64
0,calculate_temp,SM Busy,%,16.81,hotspot,64
0,calculate_temp,Memory Throughput,byte/second,21608695652.17,hotspot,64
0,calculate_temp,Mem Busy,%,1.60,hotspot,64
0,calculate_temp,Max Bandwidth,%,3.36,hotspot,64
