Benchmark,InputData,Data,DataID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy,variant,BeginAddr,EndAddr,DataSize,CPUPageFault,GPUPagePault,HtoD,DtoH,RemoteMap
gaussian,1008,a,0,Fan2,872729979.16,9.41,140280,1304472747.35,10.66,107488,10.66,102051.8,4.52,11.1,0.25,0.18,0.25,6.21,6.21,84126525751.71,9.89,10.66,90.31,3.95,75.43,1.55,0.08,91.97,1,0.08,8.03,14.44,15.94,19.29,19.27,19.27,6328.37,2025078,6333.1,2026592,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.85,7.57,32,50,111,0x7f6158000000,0x7f61583e0400,4064256,26,5,3972.0,3972.000256,0.0
gaussian,1008,b,1,Fan2,872729979.16,9.41,140280,1304472747.35,10.66,107488,10.66,102051.8,4.52,11.1,0.25,0.18,0.25,6.21,6.21,84126525751.71,9.89,10.66,90.31,3.95,75.43,1.55,0.08,91.97,1,0.08,8.03,14.44,15.94,19.29,19.27,19.27,6328.37,2025078,6333.1,2026592,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.85,7.57,32,50,111,0x7f6158400000,0x7f6158400fc0,4032,2,89,4.0,4.0,0.0
gaussian,1008,m,2,Fan2,872729979.16,9.41,140280,1304472747.35,10.66,107488,10.66,102051.8,4.52,11.1,0.25,0.18,0.25,6.21,6.21,84126525751.71,9.89,10.66,90.31,3.95,75.43,1.55,0.08,91.97,1,0.08,8.03,14.44,15.94,19.29,19.27,19.27,6328.37,2025078,6333.1,2026592,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,4.85,7.57,32,50,111,0x7f6158600000,0x7f61589e0400,4064256,12,5,3972.0,0.0,0.0
gaussian,1008,a,0,Fan1,732000000.0,9.71,4383,1095250000.0,9.71,4000,1.25,74.19,0.13,53.28,0.27,0.0,0.28,7.04,7.04,72760000000.0,1.05,9.71,53.25,0.13,1.48,3.75,0.12,92.15,1,0.08,7.85,28.89,31.4,49.93,47.78,47.78,5.0,1600,5.22,1672,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.07,20.43,64,100,111,0x7f6158000000,0x7f61583e0400,4064256,26,5,3972.0,3972.000256,0.0
gaussian,1008,b,1,Fan1,732000000.0,9.71,4383,1095250000.0,9.71,4000,1.25,74.19,0.13,53.28,0.27,0.0,0.28,7.04,7.04,72760000000.0,1.05,9.71,53.25,0.13,1.48,3.75,0.12,92.15,1,0.08,7.85,28.89,31.4,49.93,47.78,47.78,5.0,1600,5.22,1672,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.07,20.43,64,100,111,0x7f6158400000,0x7f6158400fc0,4032,2,89,4.0,4.0,0.0
gaussian,1008,m,2,Fan1,732000000.0,9.71,4383,1095250000.0,9.71,4000,1.25,74.19,0.13,53.28,0.27,0.0,0.28,7.04,7.04,72760000000.0,1.05,9.71,53.25,0.13,1.48,3.75,0.12,92.15,1,0.08,7.85,28.89,31.4,49.93,47.78,47.78,5.0,1600,5.22,1672,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.07,20.43,64,100,111,0x7f6158600000,0x7f61589e0400,4064256,12,5,3972.0,0.0,0.0
gaussian,1008,a,0,Fan2,873583780.56,9.38,140218,1305948432.22,10.62,107328,10.62,100652.16,4.51,11.25,0.25,0.18,0.25,6.27,6.27,83876863446.63,9.42,10.62,89.74,3.94,75.48,1.52,0.08,92.02,1,0.08,7.98,14.46,15.96,19.04,19.02,19.02,6311.06,2019540,6315.18,2020856,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,5.01,7.83,32,50,111,0x7f6158000000,0x7f61583e0400,4064256,26,5,3972.0,3972.000256,0.0
gaussian,1008,b,1,Fan2,873583780.56,9.38,140218,1305948432.22,10.62,107328,10.62,100652.16,4.51,11.25,0.25,0.18,0.25,6.27,6.27,83876863446.63,9.42,10.62,89.74,3.94,75.48,1.52,0.08,92.02,1,0.08,7.98,14.46,15.96,19.04,19.02,19.02,6311.06,2019540,6315.18,2020856,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,5.01,7.83,32,50,111,0x7f6158400000,0x7f6158400fc0,4032,2,89,4.0,4.0,0.0
gaussian,1008,m,2,Fan2,873583780.56,9.38,140218,1305948432.22,10.62,107328,10.62,100652.16,4.51,11.25,0.25,0.18,0.25,6.27,6.27,83876863446.63,9.42,10.62,89.74,3.94,75.48,1.52,0.08,92.02,1,0.08,7.98,14.46,15.96,19.04,19.02,19.02,6311.06,2019540,6315.18,2020856,16,63504,16,0,0,0,1016064,24.81,32,128,32,64,5.01,7.83,32,50,111,0x7f6158600000,0x7f61589e0400,4064256,12,5,3972.0,0.0,0.0
gaussian,1008,a,0,Fan1,746031746.03,9.5,4508,1117559523.81,9.5,4032,1.22,69.96,0.12,56.44,0.29,0.0,0.3,7.47,7.47,72579365079.37,1.01,9.5,53.25,0.12,1.48,3.25,0.12,92.37,1,0.08,7.63,28.86,31.38,44.54,42.62,42.62,5.0,1600,5.22,1672,512,2,17,0,0,0,1024,0.01,32,5,32,4,13.09,20.46,64,100,111,0x7f6158000000,0x7f61583e0400,4064256,26,5,3972.0,3972.000256,0.0
