@relation 'IBM_2688-weka.filters.unsupervised.attribute.Remove-R2-16,18-30,32-37,39-41,43,45-47,50,52,54-61,66'

@attribute Benchmark {gaussian,bfs,cfd,hotspot}
@attribute 'Executed Ipc Elapsed' numeric
@attribute 'Issued Warp Per Scheduler' numeric
@attribute 'Avg. Executed Instructions Per Scheduler' numeric
@attribute 'Block Size' numeric
@attribute 'Registers Per Thread' numeric
@attribute Threads numeric
@attribute 'Waves Per SM' numeric
@attribute 'Block Limit Registers' numeric
@attribute 'Block Limit Warps' numeric
@attribute CPUPageFault numeric
@attribute GPUPagePault numeric
@attribute HtoD numeric
@attribute DtoH numeric
@attribute label numeric

@data
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,12,30,2048,2048,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,0,0,0,0,5
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,6,38,2048,0,0
gaussian,0.18,0.07,3323.84,16,16,518400,12.66,128,64,12,30,2048,2048,5
gaussian,0.18,0.07,3323.84,16,16,518400,12.66,128,64,0,0,0,0,4
gaussian,0.18,0.07,3323.84,16,16,518400,12.66,128,64,6,38,2048,0,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,12,30,2048,2048,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,0,0,0,0,5
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,6,38,2048,0,0
gaussian,0.18,0.07,3323.84,16,16,518400,12.66,128,64,12,30,2048,2048,5
gaussian,0.18,0.07,3323.84,16,16,518400,12.66,128,64,0,0,0,0,4
gaussian,0.18,0.07,3323.84,16,16,518400,12.66,128,64,6,38,2048,0,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,12,30,2048,2048,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,0,0,0,0,5
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,6,38,2048,0,0
gaussian,0.18,0.07,3496.57,16,16,541696,13.22,128,64,16,25,2176,2176,0
gaussian,0.18,0.07,3496.57,16,16,541696,13.22,128,64,2,241,64,64,0
gaussian,0.18,0.07,3496.57,16,16,541696,13.22,128,64,8,36,2176,0,2
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,16,25,2176,2176,0
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,2,241,64,64,4
gaussian,0,0.07,3.8,512,17,1024,0.01,5,4,8,36,2176,0,0
gaussian,0.18,0.07,3496.57,16,16,541696,13.22,128,64,16,25,2176,2176,0
gaussian,0.18,0.07,3496.57,16,16,541696,13.22,128,64,2,241,64,64,0
gaussian,0.18,0.07,3496.57,16,16,541696,13.22,128,64,8,36,2176,0,2
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,16,25,2176,2176,0
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,2,241,64,64,4
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,8,36,2176,0,0
gaussian,0.18,0.07,3483.32,16,16,541696,13.22,128,64,16,25,2176,2176,0
gaussian,0.18,0.07,3483.32,16,16,541696,13.22,128,64,2,241,64,64,0
gaussian,0.18,0.07,3483.32,16,16,541696,13.22,128,64,8,36,2176,0,2
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,16,25,2176,2176,0
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,2,241,64,64,4
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,8,36,2176,0,0
gaussian,0.18,0.07,3473.6,16,16,541696,13.22,128,64,16,25,2176,2176,0
gaussian,0.18,0.07,3473.6,16,16,541696,13.22,128,64,2,241,64,64,0
gaussian,0.18,0.07,3473.6,16,16,541696,13.22,128,64,8,36,2176,0,2
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,16,25,2176,2176,0
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,2,241,64,64,4
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,8,36,2176,0,0
gaussian,0.18,0.07,3473.6,16,16,541696,13.22,128,64,16,25,2176,2176,0
gaussian,0.18,0.07,3473.6,16,16,541696,13.22,128,64,2,241,64,64,0
gaussian,0.18,0.07,3473.6,16,16,541696,13.22,128,64,8,36,2176,0,2
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,16,25,2176,2176,0
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,2,241,64,64,4
gaussian,0,0.06,3.8,512,17,1024,0.01,5,4,8,36,2176,0,0
gaussian,0.18,0.07,3650.14,16,16,565504,13.81,128,64,16,35,2240,2240,0
gaussian,0.18,0.07,3650.14,16,16,565504,13.81,128,64,2,245,64,64,0
gaussian,0.18,0.07,3650.14,16,16,565504,13.81,128,64,8,43,2240,0,5
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,16,35,2240,2240,0
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,2,245,64,64,1
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,8,43,2240,0,0
gaussian,0.18,0.08,3650.14,16,16,565504,13.81,128,64,16,35,2240,2240,0
gaussian,0.18,0.08,3650.14,16,16,565504,13.81,128,64,2,245,64,64,0
gaussian,0.18,0.08,3650.14,16,16,565504,13.81,128,64,8,43,2240,0,5
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,16,35,2240,2240,0
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,2,245,64,64,1
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,8,43,2240,0,0
gaussian,0.18,0.07,3636.6,16,16,565504,13.81,128,64,16,35,2240,2240,0
gaussian,0.18,0.07,3636.6,16,16,565504,13.81,128,64,2,245,64,64,0
gaussian,0.18,0.07,3636.6,16,16,565504,13.81,128,64,8,43,2240,0,5
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,16,35,2240,2240,0
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,2,245,64,64,1
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,8,43,2240,0,0
gaussian,0.18,0.07,3626.66,16,16,565504,13.81,128,64,16,35,2240,2240,0
gaussian,0.18,0.07,3626.66,16,16,565504,13.81,128,64,2,245,64,64,0
gaussian,0.18,0.07,3626.66,16,16,565504,13.81,128,64,8,43,2240,0,5
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,16,35,2240,2240,0
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,2,245,64,64,1
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,8,43,2240,0,0
gaussian,0.18,0.07,3626.66,16,16,565504,13.81,128,64,16,35,2240,2240,0
gaussian,0.18,0.07,3626.66,16,16,565504,13.81,128,64,2,245,64,64,0
gaussian,0.18,0.07,3626.66,16,16,565504,13.81,128,64,8,43,2240,0,5
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,16,35,2240,2240,0
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,2,245,64,64,1
gaussian,0,0.07,3.92,512,17,1024,0.01,5,4,8,43,2240,0,0
gaussian,0.18,0.07,3807,16,16,589824,14.4,128,64,18,28,2304,2304,0
gaussian,0.18,0.07,3807,16,16,589824,14.4,128,64,2,218,64,64,0
gaussian,0.18,0.07,3807,16,16,589824,14.4,128,64,9,35,2304,0,2
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,18,28,2304,2304,0
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,2,218,64,64,4
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,9,35,2304,0,0
gaussian,0.18,0.08,3807,16,16,589824,14.4,128,64,18,28,2304,2304,0
gaussian,0.18,0.08,3807,16,16,589824,14.4,128,64,2,218,64,64,0
gaussian,0.18,0.08,3807,16,16,589824,14.4,128,64,9,35,2304,0,2
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,18,28,2304,2304,0
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,2,218,64,64,4
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,9,35,2304,0,0
gaussian,0.18,0.07,3793.17,16,16,589824,14.4,128,64,18,28,2304,2304,0
gaussian,0.18,0.07,3793.17,16,16,589824,14.4,128,64,2,218,64,64,0
gaussian,0.18,0.07,3793.17,16,16,589824,14.4,128,64,9,35,2304,0,2
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,18,28,2304,2304,0
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,2,218,64,64,4
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,9,35,2304,0,0
gaussian,0.18,0.07,3783.03,16,16,589824,14.4,128,64,18,28,2304,2304,0
gaussian,0.18,0.07,3783.03,16,16,589824,14.4,128,64,2,218,64,64,0
gaussian,0.18,0.07,3783.03,16,16,589824,14.4,128,64,9,35,2304,0,2
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,18,28,2304,2304,0
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,2,218,64,64,4
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,9,35,2304,0,0
gaussian,0.18,0.07,3783.03,16,16,589824,14.4,128,64,18,28,2304,2304,0
gaussian,0.18,0.07,3783.03,16,16,589824,14.4,128,64,2,218,64,64,0
gaussian,0.18,0.07,3783.03,16,16,589824,14.4,128,64,9,35,2304,0,2
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,18,28,2304,2304,0
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,2,218,64,64,4
gaussian,0,0.06,3.92,512,17,1024,0.01,5,4,9,35,2304,0,0
gaussian,0.18,0.07,3967.16,16,16,614656,15.01,128,64,20,35,2432,2432,0
gaussian,0.18,0.07,3967.16,16,16,614656,15.01,128,64,2,256,64,64,0
gaussian,0.18,0.07,3967.16,16,16,614656,15.01,128,64,10,23,2432,0,6
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,20,35,2432,2432,0
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,2,256,64,64,1
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,10,23,2432,0,0
gaussian,0.18,0.07,3967.16,16,16,614656,15.01,128,64,20,35,2432,2432,0
gaussian,0.18,0.07,3967.16,16,16,614656,15.01,128,64,2,256,64,64,0
gaussian,0.18,0.07,3967.16,16,16,614656,15.01,128,64,10,23,2432,0,6
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,20,35,2432,2432,0
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,2,256,64,64,1
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,10,23,2432,0,0
gaussian,0.18,0.07,3953.05,16,16,614656,15.01,128,64,20,35,2432,2432,0
gaussian,0.18,0.07,3953.05,16,16,614656,15.01,128,64,2,256,64,64,0
gaussian,0.18,0.07,3953.05,16,16,614656,15.01,128,64,10,23,2432,0,6
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,20,35,2432,2432,0
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,2,256,64,64,1
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,10,23,2432,0,0
gaussian,0.18,0.07,3942.69,16,16,614656,15.01,128,64,20,35,2432,2432,0
gaussian,0.18,0.07,3942.69,16,16,614656,15.01,128,64,2,256,64,64,0
gaussian,0.18,0.07,3942.69,16,16,614656,15.01,128,64,10,23,2432,0,6
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,20,35,2432,2432,0
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,2,256,64,64,1
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,10,23,2432,0,0
gaussian,0.18,0.07,3942.69,16,16,614656,15.01,128,64,20,35,2432,2432,0
gaussian,0.18,0.07,3942.69,16,16,614656,15.01,128,64,2,256,64,64,0
gaussian,0.18,0.07,3942.69,16,16,614656,15.01,128,64,10,23,2432,0,6
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,20,35,2432,2432,0
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,2,256,64,64,1
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,10,23,2432,0,0
gaussian,0.03,0.03,41.81,16,16,6400,0.16,128,64,2,56,64,64,1
gaussian,0.03,0.03,41.81,16,16,6400,0.16,128,64,0,0,0,0,6
gaussian,0.03,0.03,41.81,16,16,6400,0.16,128,64,0,0,0,0,0
gaussian,0,0.06,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.06,0.87,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.06,0.87,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.03,0.03,41.81,16,16,6400,0.16,128,64,2,56,64,64,1
gaussian,0.03,0.03,41.81,16,16,6400,0.16,128,64,0,0,0,0,6
gaussian,0.03,0.03,41.81,16,16,6400,0.16,128,64,0,0,0,0,0
gaussian,0,0.05,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.05,0.87,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.05,0.87,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.03,0.03,40.35,16,16,6400,0.16,128,64,2,56,64,64,1
gaussian,0.03,0.03,40.35,16,16,6400,0.16,128,64,0,0,0,0,6
gaussian,0.03,0.03,40.35,16,16,6400,0.16,128,64,0,0,0,0,0
gaussian,0,0.06,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.06,0.87,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.06,0.87,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.03,0.03,39.34,16,16,6400,0.16,128,64,2,56,64,64,1
gaussian,0.03,0.03,39.34,16,16,6400,0.16,128,64,0,0,0,0,6
gaussian,0.03,0.03,39.34,16,16,6400,0.16,128,64,0,0,0,0,0
gaussian,0,0.06,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.06,0.87,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.06,0.87,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.03,0.03,39.34,16,16,6400,0.16,128,64,2,56,64,64,1
gaussian,0.03,0.03,39.34,16,16,6400,0.16,128,64,0,0,0,0,6
gaussian,0.03,0.03,39.34,16,16,6400,0.16,128,64,0,0,0,0,0
gaussian,0,0.05,0.87,512,17,512,0,5,4,2,56,64,64,0
gaussian,0,0.05,0.87,512,17,512,0,5,4,0,0,0,0,4
gaussian,0,0.05,0.87,512,17,512,0,5,4,0,0,0,0,0
gaussian,0.18,0.07,4130.62,16,16,640000,15.62,128,64,20,34,2560,2560,0
gaussian,0.18,0.07,4130.62,16,16,640000,15.62,128,64,2,256,64,64,0
gaussian,0.18,0.07,4130.62,16,16,640000,15.62,128,64,10,52,2560,0,6
gaussian,0,0.06,4.05,512,17,1024,0.01,5,4,20,34,2560,2560,0
gaussian,0,0.06,4.05,512,17,1024,0.01,5,4,2,256,64,64,0
gaussian,0,0.06,4.05,512,17,1024,0.01,5,4,10,52,2560,0,0
gaussian,0.18,0.07,4130.62,16,16,640000,15.62,128,64,20,34,2560,2560,0
gaussian,0.18,0.07,4130.62,16,16,640000,15.62,128,64,2,256,64,64,0
gaussian,0.18,0.07,4130.62,16,16,640000,15.62,128,64,10,52,2560,0,6
gaussian,0,0.06,4.05,512,17,1024,0.01,5,4,20,34,2560,2560,0
gaussian,0,0.06,4.05,512,17,1024,0.01,5,4,2,256,64,64,0
gaussian,0,0.06,4.05,512,17,1024,0.01,5,4,10,52,2560,0,0
gaussian,0.18,0.07,4116.22,16,16,640000,15.62,128,64,20,34,2560,2560,0
gaussian,0.18,0.07,4116.22,16,16,640000,15.62,128,64,2,256,64,64,0
gaussian,0.18,0.07,4116.22,16,16,640000,15.62,128,64,10,52,2560,0,6
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,20,34,2560,2560,0
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,2,256,64,64,0
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,10,52,2560,0,0
gaussian,0.18,0.07,4105.65,16,16,640000,15.62,128,64,20,34,2560,2560,0
gaussian,0.18,0.07,4105.65,16,16,640000,15.62,128,64,2,256,64,64,0
gaussian,0.18,0.07,4105.65,16,16,640000,15.62,128,64,10,52,2560,0,6
gaussian,0,0.06,4.05,512,17,1024,0.01,5,4,20,34,2560,2560,0
gaussian,0,0.06,4.05,512,17,1024,0.01,5,4,2,256,64,64,0
gaussian,0,0.06,4.05,512,17,1024,0.01,5,4,10,52,2560,0,0
gaussian,0.18,0.07,4105.65,16,16,640000,15.62,128,64,20,34,2560,2560,0
gaussian,0.18,0.07,4105.65,16,16,640000,15.62,128,64,2,256,64,64,0
gaussian,0.18,0.07,4105.65,16,16,640000,15.62,128,64,10,52,2560,0,6
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,20,34,2560,2560,0
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,2,256,64,64,0
gaussian,0,0.07,4.05,512,17,1024,0.01,5,4,10,52,2560,0,0
gaussian,0.18,0.07,4297.39,16,16,665856,16.26,128,64,21,45,2624,2624,0
gaussian,0.18,0.07,4297.39,16,16,665856,16.26,128,64,2,250,64,64,0
gaussian,0.18,0.07,4297.39,16,16,665856,16.26,128,64,10,47,2624,0,4
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,21,45,2624,2624,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,2,250,64,64,3
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,10,47,2624,0,0
gaussian,0.18,0.07,4297.39,16,16,665856,16.26,128,64,21,45,2624,2624,0
gaussian,0.18,0.07,4297.39,16,16,665856,16.26,128,64,2,250,64,64,0
gaussian,0.18,0.07,4297.39,16,16,665856,16.26,128,64,10,47,2624,0,4
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,21,45,2624,2624,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,2,250,64,64,3
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,10,47,2624,0,0
gaussian,0.18,0.07,4282.7,16,16,665856,16.26,128,64,21,45,2624,2624,0
gaussian,0.18,0.07,4282.7,16,16,665856,16.26,128,64,2,250,64,64,0
gaussian,0.18,0.07,4282.7,16,16,665856,16.26,128,64,10,47,2624,0,4
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,21,45,2624,2624,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,2,250,64,64,3
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,10,47,2624,0,0
gaussian,0.18,0.07,4271.91,16,16,665856,16.26,128,64,21,45,2624,2624,0
gaussian,0.18,0.07,4271.91,16,16,665856,16.26,128,64,2,250,64,64,0
gaussian,0.18,0.07,4271.91,16,16,665856,16.26,128,64,10,47,2624,0,4
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,21,45,2624,2624,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,2,250,64,64,3
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,10,47,2624,0,0
gaussian,0.18,0.07,4271.91,16,16,665856,16.26,128,64,21,45,2624,2624,0
gaussian,0.18,0.07,4271.91,16,16,665856,16.26,128,64,2,250,64,64,0
gaussian,0.18,0.07,4271.91,16,16,665856,16.26,128,64,10,47,2624,0,4
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,21,45,2624,2624,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,2,250,64,64,3
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,10,47,2624,0,0
gaussian,0.18,0.07,4467.45,16,16,692224,16.9,128,64,22,34,2752,2752,4
gaussian,0.18,0.07,4467.45,16,16,692224,16.9,128,64,2,256,64,64,0
gaussian,0.18,0.07,4467.45,16,16,692224,16.9,128,64,11,53,2752,0,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,22,34,2752,2752,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,11,53,2752,0,0
gaussian,0.18,0.07,4467.45,16,16,692224,16.9,128,64,22,34,2752,2752,4
gaussian,0.18,0.07,4467.45,16,16,692224,16.9,128,64,2,256,64,64,0
gaussian,0.18,0.07,4467.45,16,16,692224,16.9,128,64,11,53,2752,0,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,22,34,2752,2752,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,11,53,2752,0,0
gaussian,0.18,0.07,4452.47,16,16,692224,16.9,128,64,22,34,2752,2752,4
gaussian,0.18,0.07,4452.47,16,16,692224,16.9,128,64,2,256,64,64,0
gaussian,0.18,0.07,4452.47,16,16,692224,16.9,128,64,11,53,2752,0,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,22,34,2752,2752,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,11,53,2752,0,0
gaussian,0.18,0.07,4441.48,16,16,692224,16.9,128,64,22,34,2752,2752,4
gaussian,0.18,0.07,4441.48,16,16,692224,16.9,128,64,2,256,64,64,0
gaussian,0.18,0.07,4441.48,16,16,692224,16.9,128,64,11,53,2752,0,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,22,34,2752,2752,0
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.07,4.17,512,17,1024,0.01,5,4,11,53,2752,0,0
gaussian,0.18,0.07,4441.48,16,16,692224,16.9,128,64,22,34,2752,2752,4
gaussian,0.18,0.07,4441.48,16,16,692224,16.9,128,64,2,256,64,64,0
gaussian,0.18,0.07,4441.48,16,16,692224,16.9,128,64,11,53,2752,0,0
gaussian,0,0.06,4.17,512,17,1024,0.01,5,4,22,34,2752,2752,0
gaussian,0,0.06,4.17,512,17,1024,0.01,5,4,2,256,64,64,2
gaussian,0,0.06,4.17,512,17,1024,0.01,5,4,11,53,2752,0,0
gaussian,0.18,0.07,4640.81,16,16,719104,17.56,128,64,23,31,2816,2816,0
gaussian,0.18,0.07,4640.81,16,16,719104,17.56,128,64,2,221,64,64,0
gaussian,0.18,0.07,4640.81,16,16,719104,17.56,128,64,11,43,2816,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,31,2816,2816,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,221,64,64,5
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,43,2816,0,0
gaussian,0.18,0.07,4640.81,16,16,719104,17.56,128,64,23,31,2816,2816,0
gaussian,0.18,0.07,4640.81,16,16,719104,17.56,128,64,2,221,64,64,0
gaussian,0.18,0.07,4640.81,16,16,719104,17.56,128,64,11,43,2816,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,31,2816,2816,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,221,64,64,5
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,43,2816,0,0
gaussian,0.18,0.07,4625.55,16,16,719104,17.56,128,64,23,31,2816,2816,0
gaussian,0.18,0.07,4625.55,16,16,719104,17.56,128,64,2,221,64,64,0
gaussian,0.18,0.07,4625.55,16,16,719104,17.56,128,64,11,43,2816,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,31,2816,2816,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,221,64,64,5
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,43,2816,0,0
gaussian,0.18,0.07,4614.34,16,16,719104,17.56,128,64,23,31,2816,2816,0
gaussian,0.18,0.07,4614.34,16,16,719104,17.56,128,64,2,221,64,64,0
gaussian,0.18,0.07,4614.34,16,16,719104,17.56,128,64,11,43,2816,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,31,2816,2816,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,221,64,64,5
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,43,2816,0,0
gaussian,0.18,0.08,4614.34,16,16,719104,17.56,128,64,23,31,2816,2816,0
gaussian,0.18,0.08,4614.34,16,16,719104,17.56,128,64,2,221,64,64,0
gaussian,0.18,0.08,4614.34,16,16,719104,17.56,128,64,11,43,2816,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,31,2816,2816,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,221,64,64,5
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,43,2816,0,0
gaussian,0.18,0.08,4817.48,16,16,746496,18.23,128,64,23,48,2944,2944,0
gaussian,0.18,0.08,4817.48,16,16,746496,18.23,128,64,2,256,64,64,0
gaussian,0.18,0.08,4817.48,16,16,746496,18.23,128,64,11,39,2944,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,48,2944,2944,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,39,2944,0,0
gaussian,0.18,0.08,4817.48,16,16,746496,18.23,128,64,23,48,2944,2944,0
gaussian,0.18,0.08,4817.48,16,16,746496,18.23,128,64,2,256,64,64,0
gaussian,0.18,0.08,4817.48,16,16,746496,18.23,128,64,11,39,2944,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,48,2944,2944,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,39,2944,0,0
gaussian,0.18,0.08,4801.92,16,16,746496,18.23,128,64,23,48,2944,2944,0
gaussian,0.18,0.08,4801.92,16,16,746496,18.23,128,64,2,256,64,64,0
gaussian,0.18,0.08,4801.92,16,16,746496,18.23,128,64,11,39,2944,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,48,2944,2944,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,39,2944,0,0
gaussian,0.18,0.08,4790.5,16,16,746496,18.23,128,64,23,48,2944,2944,0
gaussian,0.18,0.08,4790.5,16,16,746496,18.23,128,64,2,256,64,64,0
gaussian,0.18,0.08,4790.5,16,16,746496,18.23,128,64,11,39,2944,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,48,2944,2944,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,39,2944,0,0
gaussian,0.18,0.08,4790.5,16,16,746496,18.23,128,64,23,48,2944,2944,0
gaussian,0.18,0.08,4790.5,16,16,746496,18.23,128,64,2,256,64,64,0
gaussian,0.18,0.08,4790.5,16,16,746496,18.23,128,64,11,39,2944,0,1
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,23,48,2944,2944,0
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,2,256,64,64,4
gaussian,0,0.07,4.29,512,17,1024,0.01,5,4,11,39,2944,0,0
gaussian,0.18,0.07,4997.44,16,16,774400,18.91,128,64,22,34,3072,3072,2
gaussian,0.18,0.07,4997.44,16,16,774400,18.91,128,64,2,232,64,64,0
gaussian,0.18,0.07,4997.44,16,16,774400,18.91,128,64,11,44,3072,0,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,22,34,3072,3072,0
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,2,232,64,64,1
gaussian,0,0.07,4.41,512,17,1024,0.01,5,4,11,44,3072,0,0
gaussian,0.18,0.08,4997.44,16,16,774400,18.91,128,64,22,34,3072,3072,2
gaussian,0.18,0.08,4997.44,16,16,774400,18.91,128,64,2,232,64,64,0
