Benchmark,InputData,ID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy
cfd,missile0.2M,49,cuda_compute_step_factor,802494802.49,58.33,18340,1185789154.54,58.33,15392,18.39,15685.91,27.11,13.91,192,1212,20,0,0,0,232704,1.52,32,14,32,10,47.11,73.61,60,93.75
cfd,missile0.2M,50,cuda_compute_flux,830769230.77,43.77,87213,1227526395.17,43.87,70720,43.87,76809.34,32.42,35.29,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.31,42.67,30,46.88
cfd,missile0.2M,51,cuda_time_step,834208683.47,79.54,28421,1238904936.97,79.54,22848,27.11,24010.03,6.46,16.66,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.73,77.70,60,93.75
cfd,missile0.2M,52,cuda_compute_flux,871900333.81,43.94,86873,1288348434.27,44.27,67104,44.27,77231.19,32.20,35.19,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.29,42.64,30,46.88
cfd,missile0.2M,53,cuda_time_step,827247191.01,80.49,28073,1227828007.96,80.49,22784,27.42,24524.22,6.54,16.31,192,1212,22,0,0,0,232704,1.52,32,14,32,10,48.27,75.42,60,93.75
cfd,missile0.2M,54,cuda_compute_flux,862482031.62,44.69,85500,1274154987.22,44.82,66784,44.82,76298.91,32.53,35.50,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.41,42.83,30,46.88
cfd,missile0.2M,55,cuda_time_step,847142857.14,79.73,28285,1258630952.38,79.73,22400,27.22,23911.46,6.49,16.73,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.47,77.29,60,93.75
cfd,missile0.2M,56,cuda_compute_step_factor,815677966.10,58.41,18224,1203091896.19,58.41,15104,18.48,15604.21,26.95,13.98,192,1212,20,0,0,0,232704,1.52,32,14,32,10,46.74,73.03,60,93.75
cfd,missile0.2M,57,cuda_compute_flux,882310642.38,43.70,87456,1304332953.82,43.70,66752,43.69,76847.09,32.03,35.28,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.16,42.43,30,46.88
cfd,missile0.2M,58,cuda_time_step,845681179.78,78.39,28727,1255932525.75,78.39,22784,26.82,24879.85,6.40,16.08,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.43,77.23,60,93.75
cfd,missile0.2M,59,cuda_compute_flux,873323754.79,44.11,86577,1290140086.21,44.11,66816,44.11,76837.66,31.91,35.36,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.31,42.68,30,46.88
cfd,missile0.2M,60,cuda_time_step,831967213.11,78.10,29044,1234766336.52,78.10,23424,26.55,24711.01,6.32,16.19,192,1212,22,0,0,0,232704,1.52,32,14,32,10,47.95,74.92,60,93.75
cfd,missile0.2M,61,cuda_compute_flux,857785139.61,44.39,86104,1268028277.33,44.39,67616,44.35,76388.14,31.93,35.36,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.29,42.63,30,46.88
cfd,missile0.2M,62,cuda_time_step,911324786.32,73.91,30476,1353417319.56,73.91,22464,25.22,23993.47,6.02,16.67,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.41,77.21,60,93.75
cfd,missile0.2M,63,cuda_compute_step_factor,815148305.08,58.48,18270,1203566384.18,58.48,15104,18.49,15339.56,26.50,14.22,192,1212,20,0,0,0,232704,1.52,32,14,32,10,46.78,73.09,60,93.75
cfd,missile0.2M,64,cuda_compute_flux,862842304.06,43.98,86853,1275515423.36,44.05,67776,44.05,76330.57,31.84,35.54,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.33,42.71,30,46.88
cfd,missile0.2M,65,cuda_time_step,833566433.57,79.49,28427,1237412587.41,79.49,22880,27.12,23847.88,6.47,16.77,192,1212,22,0,0,0,232704,1.52,32,14,32,10,51.18,79.98,60,93.75
cfd,missile0.2M,66,cuda_compute_flux,863485280.15,44.20,86302,1275717691.52,44.22,67392,44.22,76296.93,31.68,35.54,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.20,42.49,30,46.88
cfd,missile0.2M,67,cuda_time_step,812586445.37,80.64,27986,1205639119.41,80.64,23136,27.49,24007.17,6.56,16.66,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.76,77.75,60,93.75
cfd,missile0.2M,68,cuda_compute_flux,862706855.79,44.04,86737,1275206855.79,44.04,67680,43.99,76389.21,31.42,35.57,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.33,42.70,30,46.88
cfd,missile0.2M,69,cuda_time_step,841036414.57,78.59,28659,1249307014.47,78.59,22848,26.91,24231.75,6.41,16.51,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.24,76.94,60,93.75
cfd,missile0.2M,70,cuda_compute_step_factor,825107296.14,58.49,18246,1217900572.25,58.49,14912,18.51,15465.66,26.33,14.11,192,1212,20,0,0,0,232704,1.52,32,14,32,10,47.30,73.90,60,93.75
cfd,missile0.2M,71,cuda_compute_flux,845073664.83,43.78,87268,1249616329.04,43.92,69504,43.92,76534.98,31.47,35.44,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.31,42.68,30,46.88
cfd,missile0.2M,72,cuda_time_step,861386138.61,77.90,29034,1279761904.76,77.90,22624,26.52,23983.01,6.32,16.68,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.59,77.48,60,93.75
cfd,missile0.2M,73,cuda_compute_flux,866825775.66,44.31,86299,1281299721.56,44.31,67040,44.30,76687.62,31.41,35.40,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.36,42.75,30,46.88
cfd,missile0.2M,74,cuda_time_step,849083215.80,78.78,28712,1261489186.65,78.78,22688,26.80,24588.91,6.39,16.27,192,1212,22,0,0,0,232704,1.52,32,14,32,10,48.26,75.40,60,93.75
cfd,missile0.2M,75,cuda_compute_flux,871362118.32,44.03,86733,1287506957.70,44.03,67072,43.95,75741.81,31.12,35.76,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.40,42.82,30,46.88
cfd,missile0.2M,76,cuda_time_step,818242343.54,77.14,29309,1216149300.93,77.14,24032,26.27,24565.72,6.26,16.28,192,1212,22,0,0,0,232704,1.52,32,14,32,10,48.95,76.48,60,93.75
cfd,missile0.2M,77,cuda_compute_step_factor,818777292.58,59.96,17742,1206627547.31,59.96,14656,19.02,15409.01,26.67,14.16,192,1212,20,0,0,0,232704,1.52,32,14,32,10,46.83,73.17,60,93.75
cfd,missile0.2M,78,cuda_compute_flux,870080606.92,43.78,87172,1285850817.92,44.03,67488,44.03,76472.52,31.14,35.27,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.28,42.62,30,46.88
cfd,missile0.2M,79,cuda_time_step,828984485.19,80.45,28012,1230731370.47,80.45,22688,27.50,24406.10,6.55,16.39,192,1212,22,0,0,0,232704,1.52,32,14,32,10,48.94,76.47,60,93.75
cfd,missile0.2M,80,cuda_compute_flux,871277617.68,44.31,86236,1287899255.52,44.31,66624,44.27,75981.61,31.20,35.74,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.34,42.72,30,46.88
cfd,missile0.2M,81,cuda_time_step,788079470.20,79.61,28394,1171806015.45,79.61,24160,27.09,24517.69,6.46,16.31,192,1212,22,0,0,0,232704,1.52,32,14,32,10,48.46,75.72,60,93.75
cfd,missile0.2M,82,cuda_compute_flux,854792560.80,44.87,85223,1263024558.89,45.03,67104,45.03,76690.45,31.45,35.28,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.28,42.62,30,46.88
cfd,missile0.2M,83,cuda_time_step,827030812.32,80.30,28145,1226861577.96,80.30,22848,27.39,23986.28,6.52,16.67,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.45,77.27,60,93.75
cfd,missile0.2M,84,cuda_compute_step_factor,829764453.96,58.08,18391,1225385885.08,58.08,14944,18.36,15426.17,25.56,14.14,192,1212,20,0,0,0,232704,1.52,32,14,32,10,46.77,73.07,60,93.75
cfd,missile0.2M,85,cuda_compute_flux,853583293.78,44.72,85470,1261402962.35,44.76,67424,44.76,76201.06,31.58,35.48,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.34,42.72,30,46.88
cfd,missile0.2M,86,cuda_time_step,832694986.07,79.51,28501,1235789519.50,79.51,22976,27.04,24964.61,6.44,16.02,192,1212,22,0,0,0,232704,1.52,32,14,32,10,48.17,75.27,60,93.75
cfd,missile0.2M,87,cuda_compute_flux,864909781.58,44.13,86510,1277639284.58,44.13,67392,43.93,76014.52,30.84,35.71,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.26,42.59,30,46.88
cfd,missile0.2M,88,cuda_time_step,844723796.03,79.42,28442,1254935375.35,79.42,22592,27.06,24289.89,6.46,16.47,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.68,77.63,60,93.75
cfd,missile0.2M,89,cuda_compute_flux,849674721.19,43.96,86849,1255196232.19,44.25,68864,44.25,75989.06,30.60,35.49,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.31,42.67,30,46.88
cfd,missile0.2M,90,cuda_time_step,825675675.68,77.62,29176,1227653434.68,77.62,23680,26.39,24402.84,6.30,16.39,192,1212,22,0,0,0,232704,1.52,32,14,32,10,48.51,75.80,60,93.75
cfd,missile0.2M,91,cuda_compute_step_factor,852941176.47,57.29,18557,1258669208.42,57.29,14688,18.20,15392.88,25.02,14.17,192,1212,20,0,0,0,232704,1.52,32,14,32,10,46.89,73.26,60,93.75
cfd,missile0.2M,92,cuda_compute_flux,826516544.12,44.71,85442,1220887427.24,44.73,69632,44.73,75687.45,31.29,35.60,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.31,42.68,30,46.88
cfd,missile0.2M,93,cuda_time_step,794973544.97,78.83,28650,1180383322.31,78.83,24192,26.90,24285.04,6.40,16.47,192,1212,22,0,0,0,232704,1.52,32,14,32,10,48.97,76.52,60,93.75
cfd,missile0.2M,94,cuda_compute_flux,853066037.74,44.47,85953,1261244595.13,44.58,67840,44.58,75796.34,30.79,35.57,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.33,42.71,30,46.88
cfd,missile0.2M,95,cuda_time_step,835937500.00,79.50,28682,1241087962.96,79.50,23040,26.84,24075.67,6.40,16.61,192,1212,22,0,0,0,232704,1.52,32,14,32,10,49.94,78.02,60,93.75
cfd,missile0.2M,96,cuda_compute_flux,882665379.04,44.00,86887,1304397030.42,44.00,66272,43.99,75167.57,30.38,35.92,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.31,42.67,30,46.88
cfd,missile0.2M,97,cuda_time_step,855000000,79.00,28543,1270639880.95,79.00,22400,26.98,24305.24,6.43,16.46,192,1212,22,0,0,0,232704,1.52,32,14,32,10,48.86,76.35,60,93.75
cfd,missile0.2M,98,cuda_compute_step_factor,827253218.88,58.23,18282,1221063572.96,58.23,14912,18.47,15336.75,25.22,14.22,192,1212,20,0,0,0,232704,1.52,32,14,32,10,47.19,73.73,60,93.75
cfd,missile0.2M,99,cuda_compute_flux,850282485.88,44.50,85815,1256728656.62,44.73,67968,44.73,75710.31,30.95,35.56,192,1212,60,0,0,0,232704,3.03,32,5,32,10,27.35,42.74,30,46.88
