Benchmark,Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label categorical
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,5,2812,0,A
gaussian,0.18,0.07,4450.81,16,16,719104,17.56,128,64,23,5,2812,2812.000256,A
gaussian,0.18,0.07,4450.81,16,16,719104,17.56,128,64,2,98,4,4,A
gaussian,0.18,0.07,4450.81,16,16,719104,17.56,128,64,11,5,2812,0,D
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,5,2812,2812.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,5,2812,0,A
gaussian,0.18,0.07,4450.81,16,16,719104,17.56,128,64,23,5,2812,2812.000256,A
gaussian,0.18,0.07,4450.81,16,16,719104,17.56,128,64,2,98,4,4,A
gaussian,0.18,0.07,4450.81,16,16,719104,17.56,128,64,11,5,2812,0,D
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,5,2812,2812.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,5,2812,0,A
gaussian,0.18,0.07,4450.81,16,16,719104,17.56,128,64,23,5,2812,2812.000256,A
gaussian,0.18,0.07,4450.81,16,16,719104,17.56,128,64,2,98,4,4,A
gaussian,0.18,0.07,4450.81,16,16,719104,17.56,128,64,11,5,2812,0,D
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,5,2812,2812.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,5,2812,0,A
gaussian,0.18,0.08,4672.35,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.08,4672.35,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.08,4672.35,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.08,4672.35,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.08,4672.35,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.08,4672.35,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.08,4657.47,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.08,4657.47,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.08,4657.47,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.08,4646.72,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.08,4646.72,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.08,4646.72,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.07,4646.72,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.07,4646.72,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.07,4646.72,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.08,4646.72,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.08,4646.72,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.08,4646.72,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.08,4631.89,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.08,4631.89,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.08,4631.89,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.08,4621.19,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.08,4621.19,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.08,4621.19,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.06,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.06,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.06,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.08,4621.19,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.08,4621.19,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.08,4621.19,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.06,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.06,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.06,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.08,4621.19,16,16,746496,18.23,128,64,23,7,2916,2916.000256,D
gaussian,0.18,0.08,4621.19,16,16,746496,18.23,128,64,2,91,4,4,A
gaussian,0.18,0.08,4621.19,16,16,746496,18.23,128,64,11,4,2916,0,C
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,23,7,2916,2916.000256,A
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,2,91,4,4,G
gaussian,0,0.07,4.38,512,17,1024,0.01,5,4,11,4,2916,0,A
gaussian,0.18,0.07,4846.88,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.07,4846.88,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.07,4846.88,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.08,4846.88,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.08,4846.88,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.08,4846.88,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.07,4831.72,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.07,4831.72,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.07,4831.72,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.08,4820.77,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.08,4820.77,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.08,4820.77,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.07,4820.77,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.07,4820.77,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.07,4820.77,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.07,4820.77,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.07,4820.77,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.07,4820.77,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.07,4805.66,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.07,4805.66,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.07,4805.66,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.07,4794.76,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.07,4794.76,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.07,4794.76,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.08,4794.76,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.08,4794.76,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.08,4794.76,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.08,4794.76,16,16,774400,18.91,128,64,22,5,3028,3028.000256,G
gaussian,0.18,0.08,4794.76,16,16,774400,18.91,128,64,2,98,4,4,E
gaussian,0.18,0.08,4794.76,16,16,774400,18.91,128,64,11,3,3028,0,F
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,22,5,3028,3028.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,98,4,4,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,3,3028,0,A
gaussian,0.18,0.07,5024.6,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.07,5024.6,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.07,5024.6,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.08,5024.6,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.08,5024.6,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.08,5024.6,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.07,5009.17,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.07,5009.17,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.07,5009.17,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.07,4998.02,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.07,4998.02,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.07,4998.02,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.06,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.06,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.06,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.07,4998.02,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.07,4998.02,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.07,4998.02,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.07,4998.02,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.07,4998.02,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.07,4998.02,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.07,4982.64,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.07,4982.64,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.07,4982.64,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.08,4971.54,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.08,4971.54,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.08,4971.54,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.08,4971.54,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.08,4971.54,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.08,4971.54,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.07,4971.54,16,16,802816,19.6,128,64,23,5,3136,3136.000256,E
gaussian,0.18,0.07,4971.54,16,16,802816,19.6,128,64,2,95,4,4,B
gaussian,0.18,0.07,4971.54,16,16,802816,19.6,128,64,11,5,3136,0,C
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,23,5,3136,3136.000256,A
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,2,95,4,4,G
gaussian,0,0.07,4.5,512,17,1024,0.01,5,4,11,5,3136,0,A
gaussian,0.18,0.08,5205.52,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.08,5205.52,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.08,5205.52,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.07,5205.52,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.07,5205.52,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.07,5205.52,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.07,5189.82,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.07,5189.82,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.07,5189.82,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.07,5178.47,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.07,5178.47,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.07,5178.47,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.07,5178.47,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.07,5178.47,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.07,5178.47,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.07,5178.47,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.07,5178.47,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.07,5178.47,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.07,5162.81,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.07,5162.81,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.07,5162.81,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.07,5151.51,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.07,5151.51,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.07,5151.51,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.08,5151.51,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.08,5151.51,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.08,5151.51,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.08,5151.51,16,16,831744,20.31,128,64,25,8,3252,3252.000256,F
gaussian,0.18,0.08,5151.51,16,16,831744,20.31,128,64,2,96,4,4,B
gaussian,0.18,0.08,5151.51,16,16,831744,20.31,128,64,12,7,3252,0,F
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,25,8,3252,3252.000256,A
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,2,96,4,4,C
gaussian,0,0.08,4.62,512,17,1024,0.01,5,4,12,7,3252,0,A
gaussian,0.18,0.07,5389.65,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.07,5389.65,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.07,5389.65,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
gaussian,0.18,0.07,5389.65,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.07,5389.65,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.07,5389.65,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.06,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.06,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
gaussian,0,0.06,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
gaussian,0.18,0.08,5373.67,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.08,5373.67,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.08,5373.67,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
gaussian,0.18,0.07,5362.12,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.07,5362.12,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.07,5362.12,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
gaussian,0.18,0.07,5362.12,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.07,5362.12,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.07,5362.12,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
gaussian,0.18,0.07,5362.12,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.07,5362.12,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.07,5362.12,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
gaussian,0.18,0.07,5346.19,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.07,5346.19,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.07,5346.19,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
gaussian,0.18,0.07,5334.69,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.07,5334.69,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.07,5334.69,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
gaussian,0.18,0.08,5334.69,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.08,5334.69,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.08,5334.69,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,12,5,3364,0,A
gaussian,0.18,0.07,5334.69,16,16,861184,21.02,128,64,26,5,3364,3364.000256,G
gaussian,0.18,0.07,5334.69,16,16,861184,21.02,128,64,2,87,4,4,B
gaussian,0.18,0.07,5334.69,16,16,861184,21.02,128,64,12,5,3364,0,G
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,26,5,3364,3364.000256,A
gaussian,0,0.07,4.62,512,17,1024,0.01,5,4,2,87,4,4,C
