Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,label categorical
0.14,0.05,570.97,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.15,0.05,570.97,16,16,92416,2.26,128,64,9,5,512,364,C
0.15,0.05,570.97,16,16,92416,2.26,128,64,0,0,0,0,G
0.15,0.05,570.97,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.14,0.05,565.76,16,16,92416,2.26,128,64,9,5,512,364,C
0.14,0.05,565.76,16,16,92416,2.26,128,64,0,0,0,0,G
0.14,0.05,565.76,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.14,0.05,562.06,16,16,92416,2.26,128,64,9,5,512,364,C
0.14,0.05,562.06,16,16,92416,2.26,128,64,0,0,0,0,G
0.14,0.05,562.06,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.14,0.05,562.06,16,16,92416,2.26,128,64,9,5,512,364,C
0.14,0.05,562.06,16,16,92416,2.26,128,64,0,0,0,0,G
0.14,0.05,562.06,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.14,0.05,562.06,16,16,92416,2.26,128,64,9,5,512,364,C
0.14,0.05,562.06,16,16,92416,2.26,128,64,0,0,0,0,G
0.14,0.05,562.06,16,16,92416,2.26,128,64,1,2,512,148,F
0,0.07,1.75,512,17,512,0,5,4,9,5,512,364,A
0,0.07,1.75,512,17,512,0,5,4,0,0,0,0,A
0,0.07,1.75,512,17,512,0,5,4,1,2,512,148,A
0.01,0.03,6.65,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.03,6.65,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,6.65,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,6.65,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.03,6.65,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,6.65,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,6.07,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.03,6.07,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,6.07,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,5.72,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.03,5.72,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,5.72,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,5.72,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.03,5.72,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,5.72,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.02,5.72,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.02,5.72,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.02,5.72,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,5.19,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.03,5.19,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,5.19,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,4.89,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.03,4.89,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,4.89,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.06,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.06,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.06,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,4.89,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.03,4.89,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,4.89,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.07,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.07,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,56,A
0.01,0.03,4.89,16,16,1024,0.03,128,64,2,32,64,8,B
0.01,0.03,4.89,16,16,1024,0.03,128,64,1,0,60,4,B
0.01,0.03,4.89,16,16,1024,0.03,128,64,0,0,0,56,A
0,0.07,0.62,512,17,512,0,5,4,2,32,64,8,A
0,0.07,0.62,512,17,512,0,5,4,1,0,60,4,A
0,0.07,0.62,512,17,512,0,5,4,0,0,0,56,A
0.15,0.05,642.5,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,642.5,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,642.5,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.06,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.06,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.06,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,642.5,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,642.5,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,642.5,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.06,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.06,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.06,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,636.97,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,636.97,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,636.97,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.06,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.06,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.06,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,633.02,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,633.02,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,633.02,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.07,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.07,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.07,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,633.02,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,633.02,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,633.02,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.07,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.07,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.07,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,633.02,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,633.02,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,633.02,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.07,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.07,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.07,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,627.54,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,627.54,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,627.54,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.07,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.07,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.07,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,623.64,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,623.64,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,623.64,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.07,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.07,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.07,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,623.64,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,623.64,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,623.64,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.06,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.06,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.06,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,623.64,16,16,102400,2.5,128,64,8,10,448,404,C
0.15,0.05,623.64,16,16,102400,2.5,128,64,1,0,48,4,B
0.15,0.05,623.64,16,16,102400,2.5,128,64,1,1,576,108,B
0,0.07,1.75,512,17,512,0,5,4,8,10,448,404,A
0,0.07,1.75,512,17,512,0,5,4,1,0,48,4,A
0,0.07,1.75,512,17,512,0,5,4,1,1,576,108,A
0.15,0.05,708.23,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,708.23,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,708.23,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.07,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.07,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.07,1.88,512,17,512,0,5,4,1,2,576,68,A
0.15,0.05,708.23,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,708.23,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,708.23,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.07,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.07,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.07,1.88,512,17,512,0,5,4,1,2,576,68,A
0.15,0.05,702.42,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,702.42,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,702.42,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.08,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.08,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.08,1.88,512,17,512,0,5,4,1,2,576,68,A
0.15,0.05,698.27,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,698.27,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,698.27,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.08,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.08,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.08,1.88,512,17,512,0,5,4,1,2,576,68,A
0.15,0.05,698.27,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,698.27,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,698.27,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.08,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.08,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.08,1.88,512,17,512,0,5,4,1,2,576,68,A
0.15,0.05,698.27,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,698.27,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,698.27,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.07,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.07,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.07,1.88,512,17,512,0,5,4,1,2,576,68,A
0.15,0.05,692.51,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,692.51,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,692.51,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.07,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.07,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.07,1.88,512,17,512,0,5,4,1,2,576,68,A
0.15,0.05,688.41,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,688.41,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,688.41,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.07,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.07,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.07,1.88,512,17,512,0,5,4,1,2,576,68,A
0.15,0.05,688.41,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,688.41,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,688.41,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.07,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.07,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.07,1.88,512,17,512,0,5,4,1,2,576,68,A
0.15,0.05,688.41,16,16,112896,2.76,128,64,8,7,448,444,C
0.15,0.05,688.41,16,16,112896,2.76,128,64,0,0,0,0,B
0.15,0.05,688.41,16,16,112896,2.76,128,64,1,2,576,68,B
0,0.08,1.88,512,17,512,0,5,4,8,7,448,444,A
0,0.08,1.88,512,17,512,0,5,4,0,0,0,0,B
0,0.08,1.88,512,17,512,0,5,4,1,2,576,68,A
0.16,0.05,777.15,16,16,123904,3.02,128,64,8,8,512,488,C
0.16,0.05,777.15,16,16,123904,3.02,128,64,1,0,0,4,G
0.16,0.05,777.15,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.16,0.05,777.15,16,16,123904,3.02,128,64,8,8,512,488,C
0.16,0.05,777.15,16,16,123904,3.02,128,64,1,0,0,4,G
0.16,0.05,777.15,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.15,0.05,771.07,16,16,123904,3.02,128,64,8,8,512,488,C
0.15,0.05,771.07,16,16,123904,3.02,128,64,1,0,0,4,G
0.15,0.05,771.07,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.15,0.05,766.72,16,16,123904,3.02,128,64,8,8,512,488,C
0.15,0.05,766.72,16,16,123904,3.02,128,64,1,0,0,4,G
0.15,0.05,766.72,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.15,0.05,766.72,16,16,123904,3.02,128,64,8,8,512,488,C
0.15,0.05,766.72,16,16,123904,3.02,128,64,1,0,0,4,G
0.15,0.05,766.72,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.15,0.05,766.72,16,16,123904,3.02,128,64,8,8,512,488,C
0.15,0.05,766.72,16,16,123904,3.02,128,64,1,0,0,4,G
0.15,0.05,766.72,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.15,0.05,760.69,16,16,123904,3.02,128,64,8,8,512,488,C
0.15,0.05,760.69,16,16,123904,3.02,128,64,1,0,0,4,G
0.15,0.05,760.69,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.15,0.05,756.39,16,16,123904,3.02,128,64,8,8,512,488,C
0.15,0.05,756.39,16,16,123904,3.02,128,64,1,0,0,4,G
0.15,0.05,756.39,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.15,0.05,756.39,16,16,123904,3.02,128,64,8,8,512,488,C
0.15,0.05,756.39,16,16,123904,3.02,128,64,1,0,0,4,G
0.15,0.05,756.39,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.15,0.05,756.39,16,16,123904,3.02,128,64,8,8,512,488,C
0.15,0.05,756.39,16,16,123904,3.02,128,64,1,0,0,4,G
0.15,0.05,756.39,16,16,123904,3.02,128,64,1,1,512,24,C
0,0.07,1.88,512,17,512,0,5,4,8,8,512,488,A
0,0.07,1.88,512,17,512,0,5,4,1,0,0,4,A
0,0.07,1.88,512,17,512,0,5,4,1,1,512,24,A
0.16,0.05,849.27,16,16,135424,3.31,128,64,10,8,944,532,B
0.16,0.05,849.27,16,16,135424,3.31,128,64,0,0,0,0,F
0.16,0.05,849.27,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.07,2,512,17,512,0,5,4,10,8,944,532,A
0,0.07,2,512,17,512,0,5,4,0,0,0,0,A
0,0.07,2,512,17,512,0,5,4,1,3,1104,44,A
0.16,0.05,849.27,16,16,135424,3.31,128,64,10,8,944,532,B
0.16,0.05,849.27,16,16,135424,3.31,128,64,0,0,0,0,F
0.16,0.05,849.27,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.07,2,512,17,512,0,5,4,10,8,944,532,A
0,0.07,2,512,17,512,0,5,4,0,0,0,0,A
0,0.07,2,512,17,512,0,5,4,1,3,1104,44,A
0.16,0.05,842.92,16,16,135424,3.31,128,64,10,8,944,532,B
0.16,0.05,842.92,16,16,135424,3.31,128,64,0,0,0,0,F
0.16,0.05,842.92,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.07,2,512,17,512,0,5,4,10,8,944,532,A
0,0.07,2,512,17,512,0,5,4,0,0,0,0,A
0,0.07,2,512,17,512,0,5,4,1,3,1104,44,A
0.16,0.05,838.37,16,16,135424,3.31,128,64,10,8,944,532,B
0.16,0.05,838.37,16,16,135424,3.31,128,64,0,0,0,0,F
0.16,0.05,838.37,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.07,2,512,17,512,0,5,4,10,8,944,532,A
0,0.07,2,512,17,512,0,5,4,0,0,0,0,A
0,0.07,2,512,17,512,0,5,4,1,3,1104,44,A
0.16,0.05,838.37,16,16,135424,3.31,128,64,10,8,944,532,B
0.16,0.05,838.37,16,16,135424,3.31,128,64,0,0,0,0,F
0.16,0.05,838.37,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.07,2,512,17,512,0,5,4,10,8,944,532,A
0,0.07,2,512,17,512,0,5,4,0,0,0,0,A
0,0.07,2,512,17,512,0,5,4,1,3,1104,44,A
0.16,0.05,838.37,16,16,135424,3.31,128,64,10,8,944,532,B
0.16,0.05,838.37,16,16,135424,3.31,128,64,0,0,0,0,F
0.16,0.05,838.37,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.07,2,512,17,512,0,5,4,10,8,944,532,A
0,0.07,2,512,17,512,0,5,4,0,0,0,0,A
0,0.07,2,512,17,512,0,5,4,1,3,1104,44,A
0.15,0.05,832.06,16,16,135424,3.31,128,64,10,8,944,532,B
0.15,0.05,832.06,16,16,135424,3.31,128,64,0,0,0,0,F
0.15,0.05,832.06,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.07,2,512,17,512,0,5,4,10,8,944,532,A
0,0.07,2,512,17,512,0,5,4,0,0,0,0,A
0,0.07,2,512,17,512,0,5,4,1,3,1104,44,A
0.16,0.05,827.56,16,16,135424,3.31,128,64,10,8,944,532,B
0.16,0.05,827.56,16,16,135424,3.31,128,64,0,0,0,0,F
0.16,0.05,827.56,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.08,2,512,17,512,0,5,4,10,8,944,532,A
0,0.08,2,512,17,512,0,5,4,0,0,0,0,A
0,0.08,2,512,17,512,0,5,4,1,3,1104,44,A
0.15,0.05,827.56,16,16,135424,3.31,128,64,10,8,944,532,B
0.15,0.05,827.56,16,16,135424,3.31,128,64,0,0,0,0,F
0.15,0.05,827.56,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.08,2,512,17,512,0,5,4,10,8,944,532,A
0,0.08,2,512,17,512,0,5,4,0,0,0,0,A
0,0.08,2,512,17,512,0,5,4,1,3,1104,44,A
0.15,0.05,827.56,16,16,135424,3.31,128,64,10,8,944,532,B
0.15,0.05,827.56,16,16,135424,3.31,128,64,0,0,0,0,F
0.15,0.05,827.56,16,16,135424,3.31,128,64,1,3,1104,44,A
0,0.08,2,512,17,512,0,5,4,10,8,944,532,A
0,0.08,2,512,17,512,0,5,4,0,0,0,0,A
0,0.08,2,512,17,512,0,5,4,1,3,1104,44,A
0.16,0.05,924.6,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,924.6,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,924.6,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.07,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.07,2,512,17,512,0,5,4,1,0,432,4,A
0,0.07,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,924.6,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,924.6,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,924.6,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.07,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.07,2,512,17,512,0,5,4,1,0,432,4,A
0,0.07,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,917.97,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,917.97,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,917.97,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.07,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.07,2,512,17,512,0,5,4,1,0,432,4,A
0,0.07,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,913.22,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,913.22,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,913.22,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.07,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.07,2,512,17,512,0,5,4,1,0,432,4,A
0,0.07,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,913.22,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,913.22,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,913.22,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.06,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.06,2,512,17,512,0,5,4,1,0,432,4,A
0,0.06,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,913.22,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,913.22,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,913.22,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.07,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.07,2,512,17,512,0,5,4,1,0,432,4,A
0,0.07,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,906.64,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,906.64,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,906.64,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.07,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.07,2,512,17,512,0,5,4,1,0,432,4,A
0,0.07,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,901.94,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,901.94,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,901.94,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.07,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.07,2,512,17,512,0,5,4,1,0,432,4,A
0,0.07,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,901.94,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,901.94,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,901.94,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.07,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.07,2,512,17,512,0,5,4,1,0,432,4,A
0,0.07,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,901.94,16,16,147456,3.6,128,64,11,5,1008,580,B
0.16,0.05,901.94,16,16,147456,3.6,128,64,1,0,432,4,E
0.16,0.05,901.94,16,16,147456,3.6,128,64,1,2,1040,60,F
0,0.07,2,512,17,512,0,5,4,11,5,1008,580,A
0,0.07,2,512,17,512,0,5,4,1,0,432,4,A
0,0.07,2,512,17,512,0,5,4,1,2,1040,60,A
0.16,0.05,1003.12,16,16,160000,3.91,128,64,10,10,640,628,B
0.16,0.05,1003.12,16,16,160000,3.91,128,64,0,0,0,0,G
0.16,0.05,1003.12,16,16,160000,3.91,128,64,1,2,640,652,C
0,0.08,2.12,512,17,512,0,5,4,10,10,640,628,A
0,0.08,2.12,512,17,512,0,5,4,0,0,0,0,A
0,0.08,2.12,512,17,512,0,5,4,1,2,640,652,A
0.16,0.05,1003.12,16,16,160000,3.91,128,64,10,10,640,628,B
0.16,0.05,1003.12,16,16,160000,3.91,128,64,0,0,0,0,G
0.16,0.05,1003.12,16,16,160000,3.91,128,64,1,2,640,652,C
